,Year,Crop Type,Yield (kg/ha),Avg Temp (°C),Total Rainfall (mm),Avg Sunlight (hours/day),Soil pH,Soil Moisture (%),Fertilizer Used (kg/ha),Pesticide Used (L/ha),Region
359,2019,Corn,7822,19.7,388,8.8,6.6,32.8,134,6.5,North
360,2023,Wheat,5826,17.6,339,6.1,6.4,36.7,155,6.3,South
361,2019,Wheat,4621,26.2,377,7.6,6.5,27.4,138,6.7,South
362,2019,Wheat,4717,28.0,360,11.3,5.9,43.7,107,6.7,North
363,2023,Rice,5576,26.1,321,9.0,6.4,44.8,135,5.4,West
364,2020,Wheat,7697,25.4,352,8.5,6.1,32.2,149,5.8,South
365,2022,Wheat,5682,20.2,306,6.4,6.4,41.7,152,4.8,West
366,2018,Wheat,6194,23.4,360,7.8,6.4,27.0,124,5.5,North
367,2021,Corn,5294,26.4,296,6.8,5.9,39.9,138,6.1,North
368,2018,Corn,6124,19.5,392,7.0,6.2,41.2,141,6.9,North
369,2021,Corn,4675,23.2,409,8.0,6.6,35.5,103,5.3,North
370,2018,Corn,4791,18.5,294,6.4,5.9,36.0,149,6.7,West
371,2023,Rice,7730,23.9,397,10.7,6.5,40.5,96,6.5,West
372,2022,Rice,4990,24.5,352,9.7,6.4,29.2,99,5.8,South
373,2021,Wheat,7308,24.0,293,10.8,6.4,27.7,130,4.8,North
374,2024,Rice,7928,23.1,287,8.1,5.8,39.6,134,6.7,West
375,2020,Corn,5133,24.6,355,7.3,6.7,34.3,149,4.8,North
376,2018,Wheat,5760,30.0,346,9.5,6.7,42.6,116,7.0,North
377,2018,Wheat,7999,25.1,282,6.1,6.4,44.8,120,6.0,North
378,2021,Corn,6672,26.8,403,6.5,6.8,41.9,118,6.2,West
379,2020,Corn,7886,19.5,293,10.4,6.1,28.0,147,5.6,West
380,2020,Corn,7850,23.9,409,11.3,6.0,33.3,122,5.2,South
381,2023,Rice,6390,17.1,381,7.2,5.9,37.7,105,5.7,South
382,2024,Wheat,8407,17.4,395,10.7,6.0,30.2,156,6.6,West
383,2023,Corn,5103,21.2,325,8.3,5.8,41.6,126,6.0,South
384,2023,Wheat,7485,23.1,310,8.5,6.5,33.4,126,4.7,South
385,2023,Wheat,5628,24.5,370,11.3,6.6,26.3,145,6.0,South
386,2023,Rice,5565,28.5,314,9.7,5.8,29.0,143,4.7,North
387,2023,Wheat,7968,27.0,341,10.9,6.0,36.5,144,4.7,South
388,2022,Corn,6164,20.9,344,10.7,6.0,38.4,153,6.1,West
389,2020,Corn,5983,26.7,369,9.4,6.4,38.7,107,4.7,North
390,2023,Wheat,4990,24.1,323,10.5,6.6,27.4,153,6.2,South
391,2020,Wheat,5064,27.1,378,10.2,6.5,40.1,136,6.3,South
392,2020,Rice,4667,22.3,330,8.9,6.6,26.0,113,4.8,West
393,2019,Corn,8173,18.2,387,6.9,6.5,44.1,137,5.8,North
394,2022,Corn,5258,25.0,367,7.6,6.6,40.2,153,6.9,West
395,2023,Wheat,5697,24.2,312,8.3,6.4,38.7,126,5.3,South
396,2018,Wheat,7943,29.4,380,9.5,6.3,28.6,129,5.2,South
397,2021,Wheat,8170,19.1,337,7.8,6.6,27.0,101,5.6,North
398,2024,Corn,6404,25.5,394,7.2,6.4,27.1,116,6.6,West
399,2018,Wheat,5673,23.2,305,6.2,5.9,28.9,141,6.1,West
400,2022,Rice,6796,21.9,396,7.3,6.7,41.5,120,5.6,North
401,2021,Rice,6150,27.3,354,9.2,6.3,37.9,152,6.1,South
402,2022,Wheat,4679,27.5,372,6.8,6.1,44.3,140,6.2,North
403,2020,Rice,7691,26.3,336,6.2,6.2,25.9,99,4.5,South
404,2021,Rice,4527,18.1,349,6.4,6.4,38.8,132,5.8,South
405,2020,Rice,6344,21.5,352,11.7,6.2,41.9,122,4.8,North
406,2018,Rice,6664,17.6,287,6.2,6.4,34.1,133,5.1,South
407,2018,Rice,7250,21.5,370,8.8,6.4,25.2,98,6.6,South
408,2021,Corn,7204,25.4,405,10.1,6.4,37.6,154,6.2,South
409,2021,Wheat,7379,23.7,313,7.3,6.4,37.0,148,5.7,South
410,2023,Rice,4761,26.1,348,11.8,6.1,43.8,99,5.6,North
411,2022,Wheat,8225,24.2,289,6.1,6.7,41.3,101,5.2,West
412,2023,Rice,7173,24.2,301,11.3,6.3,35.4,142,5.6,South
413,2022,Corn,8467,23.6,285,8.3,5.8,26.4,135,4.9,South
414,2023,Corn,7332,21.7,389,8.3,6.1,25.2,114,5.9,South
415,2020,Rice,7609,22.8,286,8.8,6.5,43.0,138,5.6,North
416,2021,Rice,4696,18.5,376,11.8,6.5,34.0,134,6.6,North
417,2018,Rice,8096,27.8,389,9.8,6.0,37.5,159,5.2,North
418,2022,Corn,8195,28.6,292,11.3,6.8,39.0,105,7.0,North
419,2022,Corn,5960,27.0,342,6.2,6.4,35.7,95,6.8,West
420,2018,Wheat,8220,24.6,303,11.4,6.1,42.1,148,5.9,South
421,2023,Corn,7231,24.4,373,7.3,6.2,25.3,144,6.2,South
422,2022,Rice,6162,23.1,376,7.9,6.7,40.1,155,6.9,South
423,2024,Wheat,7421,20.0,363,6.4,6.2,40.0,157,5.3,West
424,2020,Corn,5933,22.0,298,11.5,6.0,28.9,129,4.6,West
425,2021,Corn,4832,29.9,362,9.2,6.1,26.5,118,5.2,North
426,2018,Rice,8102,18.9,367,6.5,6.3,37.4,97,4.7,South
427,2021,Wheat,8036,24.1,348,8.4,6.0,31.0,134,6.5,South
428,2024,Corn,7267,28.3,339,8.3,5.9,24.3,104,5.2,North
429,2022,Corn,5681,22.9,301,6.3,6.2,33.2,129,4.8,South
430,2022,Rice,7731,24.9,371,8.1,6.7,37.4,144,6.9,West
431,2024,Wheat,7905,27.8,374,7.8,6.7,43.3,135,4.6,South
432,2018,Wheat,6275,24.1,308,11.5,6.6,33.1,130,7.0,South
433,2020,Wheat,7947,26.5,283,10.8,6.0,27.0,139,6.1,North
434,2019,Wheat,4578,21.5,383,7.0,5.8,33.0,136,5.8,North
435,2018,Rice,6367,26.5,397,11.6,6.3,40.0,108,6.1,South
436,2019,Corn,6392,17.5,295,10.5,6.5,26.0,118,6.9,South
437,2024,Corn,8414,19.0,359,8.9,6.5,27.9,143,4.7,West
438,2023,Wheat,4696,25.3,365,8.6,6.1,29.8,103,6.2,West
439,2019,Wheat,7691,22.8,354,11.6,6.1,33.6,139,5.6,South
440,2020,Wheat,6283,27.8,320,7.8,6.8,43.3,158,6.6,South
441,2023,Corn,8222,21.4,339,8.2,6.2,40.1,136,5.6,West
442,2019,Corn,4725,27.0,337,10.1,6.4,37.1,137,5.5,North
443,2024,Wheat,7142,18.8,391,10.6,6.3,41.0,129,6.8,West
444,2023,Rice,7981,29.1,319,8.0,6.7,42.5,148,6.5,South
445,2024,Corn,6061,22.4,337,11.5,6.6,33.7,142,5.1,West
446,2019,Corn,8211,20.0,356,7.5,6.4,39.6,144,5.7,West
447,2024,Wheat,7460,27.3,327,8.1,6.7,43.4,149,6.3,South
448,2020,Rice,5234,29.3,369,7.2,6.0,35.2,99,5.1,West
449,2019,Wheat,5862,28.9,290,9.2,6.3,40.0,139,6.3,South
450,2019,Wheat,6079,20.1,335,12.0,6.0,44.6,105,6.5,West
451,2019,Rice,6119,25.7,302,10.3,5.9,33.9,116,6.5,North
452,2018,Rice,6542,24.1,312,8.8,6.6,38.1,138,4.7,North
453,2018,Rice,7466,26.4,395,11.9,6.4,33.4,138,5.4,South
454,2018,Corn,7084,23.3,307,6.3,5.9,39.0,143,7.0,South
455,2020,Wheat,4719,23.1,394,7.7,6.8,32.1,149,6.4,North
456,2023,Corn,6840,28.5,331,11.0,5.9,26.7,111,6.5,West
457,2024,Rice,5727,28.3,288,9.1,6.5,42.7,147,6.2,South
458,2022,Corn,8451,27.2,297,6.0,6.4,38.9,159,6.7,South
459,2019,Rice,6228,26.2,361,8.7,6.2,44.9,109,6.3,South
460,2024,Rice,8085,25.8,345,6.1,6.7,39.3,110,5.9,West
461,2019,Wheat,4701,17.7,301,9.4,6.1,41.7,107,6.1,South
462,2020,Wheat,6389,26.7,359,9.8,6.6,44.1,129,5.7,North
463,2019,Wheat,6579,25.3,380,7.2,6.4,25.2,156,4.8,South
464,2018,Corn,7660,20.9,375,11.9,6.2,42.0,103,5.1,South
465,2022,Wheat,7773,27.7,353,11.0,6.1,26.3,128,4.8,South
466,2021,Rice,6213,27.8,384,8.8,6.1,42.5,143,6.5,South
467,2019,Wheat,8276,29.1,295,7.9,5.8,40.2,148,5.6,North
468,2024,Corn,8243,22.4,328,6.1,6.4,33.8,96,5.5,South
469,2018,Wheat,7864,24.2,377,10.2,6.3,41.1,147,5.1,South
470,2021,Wheat,7263,28.8,380,7.6,6.1,32.4,118,4.8,West
471,2022,Wheat,5252,21.1,342,8.4,6.0,39.3,155,5.6,West
472,2021,Corn,5516,27.4,335,8.6,5.8,28.2,129,5.3,South
473,2018,Rice,4614,29.9,377,11.1,6.5,25.5,118,5.0,North
474,2023,Rice,7269,25.5,387,11.1,6.7,38.0,159,5.1,West
475,2023,Rice,5745,29.8,356,10.7,6.2,32.7,159,6.7,West
476,2021,Wheat,8480,23.7,316,10.6,6.3,28.6,122,5.3,South
477,2020,Wheat,6729,19.0,372,9.0,6.4,27.4,98,6.7,South
478,2024,Corn,7318,19.3,377,10.7,6.0,42.4,118,6.7,South
479,2024,Rice,4968,26.5,311,11.1,6.3,31.3,109,6.0,South
480,2021,Wheat,4925,17.0,387,9.0,6.5,41.4,118,6.7,South
481,2019,Wheat,6075,25.6,353,11.4,6.7,27.6,146,6.8,North
482,2019,Wheat,6365,19.0,351,11.9,6.6,33.7,159,5.1,South
483,2024,Corn,5333,29.8,300,7.1,6.7,33.2,153,6.6,North
484,2024,Rice,7631,19.1,382,11.9,6.8,28.8,125,6.9,North
485,2023,Corn,6528,24.2,377,7.5,6.1,28.1,105,5.8,West
486,2020,Rice,7032,25.7,341,11.6,6.5,34.4,99,6.7,South
487,2018,Rice,4510,27.7,317,11.1,6.4,33.6,124,6.0,North
488,2019,Wheat,8203,23.0,377,11.5,6.4,40.5,142,6.6,South
489,2024,Wheat,5908,29.1,389,8.8,6.1,34.0,150,5.1,North
490,2023,Wheat,7981,23.2,319,6.9,6.6,31.0,136,5.0,North
491,2022,Wheat,6589,20.3,298,7.3,6.6,34.1,105,6.6,West
492,2023,Wheat,6225,24.7,308,7.8,6.6,43.3,128,6.3,West
493,2019,Rice,6670,25.6,388,7.5,6.8,27.1,142,6.7,South
494,2019,Wheat,7248,23.6,364,11.8,6.1,43.2,126,4.6,North
495,2023,Wheat,6799,26.5,289,6.9,6.8,38.7,117,6.1,West
496,2018,Corn,5472,22.5,395,10.1,6.0,38.0,136,5.6,South
497,2021,Corn,5103,17.1,387,9.1,5.9,33.1,155,5.3,North
498,2019,Rice,8055,20.4,286,6.2,5.8,31.6,96,6.6,North
499,2023,Rice,4712,29.3,298,7.3,6.0,39.7,139,5.3,North
500,2024,Corn,8401,26.9,389,11.6,6.1,36.8,144,5.4,South
501,2023,Corn,8285,19.5,312,10.9,6.1,37.7,103,5.1,South
502,2020,Wheat,6815,17.9,302,9.5,6.7,37.0,130,6.9,West
503,2021,Wheat,7553,21.6,365,6.5,6.1,25.2,112,6.1,North
504,2022,Rice,8238,27.9,379,6.8,6.5,34.8,158,6.3,South
505,2018,Corn,7254,18.4,389,10.4,6.8,31.6,159,7.0,South
506,2022,Rice,5039,24.1,361,10.5,6.1,40.8,154,5.9,West
507,2021,Wheat,5205,20.6,381,11.7,6.8,36.4,128,5.7,North
508,2021,Rice,8495,26.4,370,7.2,6.6,33.1,118,5.7,North
509,2021,Rice,7558,17.0,316,9.9,6.6,44.8,126,6.3,South
510,2022,Rice,6258,20.6,328,8.6,6.4,38.1,122,6.8,North
511,2024,Wheat,7166,25.8,318,6.7,6.6,42.5,155,6.4,North
512,2021,Rice,6184,24.1,309,8.0,6.4,43.4,117,5.8,West
513,2023,Wheat,5658,27.1,322,8.2,6.3,39.6,133,5.2,West
514,2022,Corn,4997,19.0,311,8.7,6.7,32.8,135,6.6,West
515,2021,Rice,7568,23.9,405,7.8,6.6,34.3,95,6.6,West
516,2023,Rice,8178,19.5,374,9.3,6.2,27.3,130,5.1,South
517,2024,Wheat,5281,25.3,281,9.6,5.8,36.9,124,6.2,West
518,2020,Rice,6409,18.7,326,8.5,6.7,34.8,109,5.9,North
519,2024,Wheat,4625,18.9,378,8.2,6.6,28.5,133,5.0,North
520,2021,Rice,7930,21.3,302,9.9,6.7,24.9,115,5.2,South
521,2022,Corn,6026,22.2,364,6.3,5.8,42.2,127,6.3,North
522,2019,Corn,5340,23.5,320,11.2,6.7,24.6,121,6.9,West
523,2021,Corn,5482,24.5,321,11.8,6.3,32.0,119,6.1,North
524,2019,Rice,5841,23.1,351,6.3,6.7,35.8,142,6.9,South
525,2023,Rice,4511,17.6,391,10.3,6.5,35.1,139,5.9,South
526,2020,Corn,6000,21.5,329,7.5,6.2,35.2,126,6.6,West
527,2018,Corn,5817,17.8,354,8.6,5.9,28.8,151,6.9,South
528,2024,Wheat,5963,18.5,280,7.6,6.4,31.0,96,4.6,West
529,2020,Wheat,6330,18.2,280,7.3,6.5,24.1,105,4.6,West
530,2021,Corn,8425,19.1,306,8.6,6.7,43.4,119,5.1,West
531,2019,Corn,5015,27.6,388,8.2,6.7,36.7,150,5.2,South
532,2024,Rice,8387,25.2,404,8.6,6.1,41.2,136,5.9,West
533,2019,Corn,7962,23.6,302,10.8,5.9,39.2,119,5.8,North
534,2022,Wheat,6863,26.5,388,11.9,6.3,35.8,130,6.6,West
535,2019,Wheat,6203,29.5,379,6.9,6.1,34.8,150,5.9,West
536,2022,Wheat,7579,22.4,381,10.5,6.1,33.4,136,5.2,South
537,2023,Wheat,8079,21.8,310,9.3,6.5,35.6,113,5.0,North
538,2024,Wheat,5647,29.7,334,8.2,6.5,28.2,139,5.2,North
539,2024,Wheat,7943,27.0,341,10.0,6.5,32.3,159,4.9,South
540,2018,Corn,6861,27.1,375,11.3,6.6,35.6,102,6.0,West
541,2021,Wheat,7756,24.8,319,9.8,5.8,39.4,122,5.1,South
542,2022,Wheat,7094,23.6,381,10.2,6.8,40.5,118,6.7,North
543,2018,Wheat,8156,24.2,296,6.9,6.1,42.1,158,6.9,West
544,2019,Wheat,8454,25.5,378,10.3,6.2,31.3,112,5.5,South
545,2019,Corn,6048,21.9,291,11.9,6.4,36.4,109,6.8,South
546,2018,Rice,6586,27.2,292,11.8,6.0,35.3,147,6.7,West
547,2024,Rice,7655,28.8,373,8.5,6.5,32.4,137,5.8,West
548,2019,Rice,7592,24.4,385,11.3,6.1,31.1,142,5.0,West
549,2023,Rice,6800,22.0,298,9.5,6.5,24.2,102,6.0,North
550,2023,Wheat,6850,26.0,336,6.7,6.6,27.7,159,6.4,North
551,2018,Rice,5478,19.4,371,11.9,6.7,26.9,106,4.8,North
552,2022,Rice,6805,29.6,339,9.7,6.2,30.3,110,6.8,South
553,2022,Corn,8383,25.6,383,6.6,6.6,31.6,128,6.4,South
554,2018,Corn,7547,17.9,406,9.4,6.3,29.9,110,6.6,South
555,2022,Corn,7089,23.9,380,10.3,6.0,40.6,148,5.9,South
556,2024,Wheat,6506,26.8,347,7.4,6.5,28.2,115,5.1,South
557,2024,Wheat,7187,20.6,366,10.1,6.1,29.5,158,4.6,West
558,2022,Wheat,6346,17.7,387,11.8,6.0,34.6,132,5.7,North
559,2023,Corn,7099,23.4,400,7.4,5.9,30.0,151,4.7,South
560,2022,Rice,7008,27.8,288,8.9,6.2,42.8,110,5.0,South
561,2024,Corn,8180,20.3,356,7.9,6.5,36.9,143,5.7,South
562,2020,Wheat,4723,26.3,342,8.3,6.6,31.1,129,5.8,West
563,2021,Corn,6639,22.3,398,11.0,6.6,33.5,119,5.8,South
564,2019,Rice,4779,17.8,372,10.9,6.2,32.9,138,5.8,South
565,2020,Wheat,5693,21.0,409,6.1,5.8,42.7,118,5.2,North
566,2022,Rice,6319,21.1,317,6.7,6.0,36.3,98,6.1,West
567,2023,Rice,6257,28.8,286,8.1,6.0,31.8,108,5.4,North
568,2018,Wheat,6545,29.8,383,7.8,6.3,34.4,128,5.7,South
569,2022,Rice,8200,19.7,356,6.6,6.7,31.6,96,5.3,West
570,2023,Corn,4747,22.6,280,10.1,5.9,40.1,101,4.8,North
571,2021,Rice,5884,29.7,316,9.9,5.8,24.4,129,4.8,West
572,2022,Rice,5872,22.3,373,7.5,5.8,34.5,117,6.5,North
573,2024,Rice,7413,21.5,345,8.2,6.7,29.2,119,6.0,West
574,2018,Corn,8006,18.4,379,8.9,6.6,28.9,101,4.6,West
575,2023,Rice,7977,26.8,355,6.3,6.8,27.9,112,6.6,North
576,2023,Rice,8172,22.8,284,6.9,6.5,34.5,151,4.5,West
577,2023,Corn,6625,25.3,335,9.9,6.4,26.2,148,4.8,West
578,2021,Wheat,7005,23.6,321,8.9,5.9,34.9,148,4.7,West
579,2022,Wheat,7133,19.3,328,9.6,6.4,36.7,110,5.4,West
580,2021,Wheat,7963,19.3,325,11.8,6.6,42.9,105,4.9,North
581,2019,Rice,7585,29.2,350,10.5,6.7,40.1,96,5.2,South
582,2019,Wheat,4544,28.6,281,11.8,6.7,37.6,139,5.0,West
583,2022,Corn,6585,24.9,346,9.5,6.1,40.9,146,6.5,North
584,2024,Rice,4915,17.0,341,6.0,6.0,31.4,134,4.8,South
585,2021,Rice,6792,22.6,391,6.6,5.9,35.2,134,4.7,North
586,2018,Rice,7633,23.9,359,10.2,6.4,25.8,122,5.1,South
587,2023,Wheat,7040,22.8,306,7.8,5.9,35.0,119,5.3,West
588,2023,Wheat,8179,29.0,365,8.5,6.7,32.2,134,5.4,North
589,2022,Wheat,6870,17.5,346,10.1,6.6,43.2,115,4.6,West
590,2024,Rice,5775,25.5,392,8.0,5.8,30.3,145,5.5,South
591,2019,Corn,7015,21.1,401,11.2,6.4,38.4,147,5.2,West
592,2019,Rice,5584,24.3,350,8.3,6.4,38.4,105,5.9,West
593,2023,Corn,8352,25.5,336,6.3,6.7,39.0,105,5.0,South
594,2022,Rice,5642,22.7,309,11.9,6.3,38.3,154,6.4,West
595,2021,Corn,4586,18.9,393,8.9,5.9,42.5,119,6.3,South
596,2019,Rice,8166,23.7,401,8.1,6.5,36.5,102,4.7,West
597,2021,Rice,6627,29.1,383,11.4,6.1,42.0,120,5.2,West
598,2024,Corn,4727,24.0,382,11.2,6.3,38.1,102,5.5,West
599,2019,Corn,7030,18.6,353,6.2,6.0,42.5,104,5.0,West
600,2019,Corn,6338,27.7,377,10.9,6.7,39.3,155,5.6,South
601,2020,Corn,5122,19.9,293,8.9,6.4,33.6,142,6.4,West
602,2019,Corn,8453,21.8,409,10.0,6.5,29.7,144,4.5,North
603,2018,Corn,7881,22.6,334,6.9,6.0,43.1,97,4.7,South
604,2022,Corn,6106,21.4,305,10.0,6.4,26.8,131,6.6,North
605,2022,Corn,7495,22.3,323,7.4,6.1,42.3,115,6.0,West
606,2021,Rice,4984,27.3,348,6.7,5.8,37.7,144,5.2,South
607,2024,Corn,7387,19.9,317,6.8,6.5,36.8,132,7.0,North
608,2019,Corn,4524,23.1,359,7.8,6.8,35.3,102,5.9,North
609,2018,Rice,6314,17.3,291,11.9,6.5,30.1,140,6.3,West
610,2021,Rice,5725,23.6,384,6.3,5.9,36.8,150,6.7,West
611,2020,Wheat,8497,18.5,387,8.0,6.4,34.0,159,5.4,South
612,2021,Wheat,5748,20.7,296,9.2,6.6,32.4,145,4.7,North
613,2021,Corn,5278,21.2,304,7.2,6.0,37.5,120,7.0,South
614,2019,Corn,8081,18.1,367,11.8,6.8,25.7,112,5.2,South
615,2020,Wheat,5430,21.7,282,8.8,6.4,36.7,129,6.2,South
616,2021,Wheat,7342,23.5,362,10.2,6.8,44.9,139,4.8,North
617,2018,Corn,8200,22.6,349,8.2,6.4,24.9,133,5.4,South
618,2018,Wheat,6102,20.6,366,7.2,6.5,34.0,124,5.2,North
619,2022,Corn,6082,20.8,350,7.8,6.6,33.5,145,6.9,South
620,2020,Rice,5252,25.2,390,7.7,6.6,25.6,131,4.8,South
621,2020,Rice,6213,26.3,387,11.1,6.7,34.4,138,4.5,West
622,2022,Wheat,8091,24.5,288,6.1,6.6,27.2,118,6.0,North
623,2021,Rice,7754,29.7,407,11.4,6.3,41.3,119,5.6,South
624,2020,Rice,5600,29.3,401,8.4,6.1,42.9,132,5.7,South
625,2018,Rice,4925,18.3,326,9.7,6.2,41.3,110,5.6,West
626,2018,Rice,7638,20.4,343,10.8,6.7,43.5,153,4.6,South
627,2019,Corn,5159,28.3,388,8.8,6.7,37.6,136,5.1,North
628,2020,Corn,6017,17.4,391,6.6,6.2,41.7,99,6.7,South
629,2021,Wheat,7232,24.7,326,9.3,6.2,34.5,99,6.3,West
630,2022,Rice,5046,29.4,354,6.7,6.1,40.6,159,6.4,South
631,2022,Rice,5600,25.8,404,10.9,6.4,43.9,119,6.8,West
632,2021,Rice,7463,18.2,321,9.9,6.2,32.0,97,5.4,North
633,2024,Wheat,8363,26.7,328,9.6,6.6,41.5,101,5.2,West
634,2023,Corn,8268,21.9,309,6.0,6.3,34.0,131,6.6,South
635,2019,Rice,6602,29.0,287,11.8,6.0,36.9,142,6.8,North
636,2022,Corn,8476,20.7,364,6.8,6.2,42.5,129,6.7,North
637,2020,Wheat,8177,23.2,287,7.1,6.5,42.5,107,6.2,West
638,2019,Corn,5996,26.7,407,11.9,6.3,39.6,113,4.7,West
639,2020,Rice,8227,20.3,290,6.5,6.4,30.6,134,5.1,North
640,2024,Corn,7818,19.4,400,10.4,6.7,25.8,158,6.8,West
641,2018,Corn,5962,17.0,400,6.6,6.5,44.7,109,6.2,North
642,2019,Wheat,6235,23.3,350,10.4,6.8,35.9,156,5.7,North
643,2022,Wheat,6271,29.1,375,11.3,5.9,26.3,121,6.2,South
644,2019,Wheat,6861,20.7,380,8.1,6.6,44.1,142,6.7,South
645,2019,Wheat,5843,17.6,301,7.9,6.5,33.6,135,6.3,South
646,2019,Corn,6767,25.1,292,11.6,5.9,44.2,135,5.6,South
647,2023,Corn,8415,17.7,361,6.4,6.8,31.7,139,6.9,West
648,2019,Wheat,5894,23.6,292,8.1,6.6,43.1,131,6.3,South
649,2020,Wheat,5739,22.0,405,9.9,6.3,41.9,141,6.5,South
650,2018,Rice,4548,23.2,374,10.1,6.0,33.9,154,4.9,South
651,2024,Rice,6320,19.1,290,8.7,6.0,30.6,129,6.1,North
652,2021,Wheat,7010,18.2,342,11.1,5.9,39.6,113,6.6,West
653,2019,Corn,6665,26.7,381,11.1,6.0,41.9,101,6.1,North
654,2022,Wheat,6629,20.2,330,10.9,6.7,24.9,140,4.7,South
655,2019,Corn,7834,27.4,326,7.0,6.4,28.7,143,4.7,North
656,2022,Corn,8160,26.9,283,9.9,5.9,33.0,118,5.4,North
657,2020,Rice,6246,19.6,286,11.1,6.7,28.4,108,5.9,West
658,2022,Wheat,4995,28.8,366,6.6,5.9,29.7,121,6.5,North
659,2021,Wheat,5133,19.1,310,7.5,6.2,34.8,147,6.4,South
660,2018,Corn,7384,27.4,397,11.9,6.5,32.0,111,4.6,South
661,2022,Wheat,5101,22.5,365,8.8,6.6,43.6,98,5.2,West
662,2022,Rice,7317,19.4,309,9.2,6.6,41.7,101,6.6,West
663,2018,Rice,7220,29.2,322,8.1,6.7,28.4,146,5.5,North
664,2021,Wheat,4675,29.5,364,8.4,6.1,43.9,147,4.6,South
665,2019,Wheat,7352,23.6,383,11.4,6.2,28.6,127,6.4,South
666,2022,Rice,7660,23.1,391,7.3,6.4,36.5,148,5.9,South
667,2018,Wheat,5138,28.7,342,7.7,6.7,30.4,109,4.8,North
668,2020,Corn,7930,24.7,283,9.0,6.4,30.0,113,5.7,North
669,2018,Wheat,7857,20.5,369,7.9,6.1,35.3,119,4.6,North
670,2020,Corn,4796,22.5,401,11.4,6.6,43.9,112,6.8,South
671,2021,Wheat,5783,27.9,282,9.8,6.7,32.8,155,5.1,West
672,2019,Wheat,6374,28.2,360,9.0,5.8,29.9,156,6.6,West
673,2018,Rice,4974,29.2,362,9.6,5.8,29.3,139,6.4,West
674,2024,Corn,8327,20.7,361,6.1,6.8,30.5,97,5.7,South
675,2024,Rice,6146,25.8,396,10.5,6.4,33.3,155,4.9,West
676,2023,Wheat,6458,17.9,330,8.0,5.9,42.3,145,6.7,South
677,2022,Rice,7083,26.4,314,9.6,6.2,30.6,98,5.0,North
678,2021,Wheat,8133,24.3,405,11.0,6.4,29.7,106,5.0,South
679,2018,Wheat,5560,20.2,359,8.1,6.4,36.1,155,5.0,North
680,2024,Wheat,7752,25.5,294,6.2,6.0,36.4,139,5.2,North
681,2022,Corn,6288,18.8,303,6.0,6.6,33.4,141,5.5,North
682,2024,Corn,4524,21.3,281,11.2,6.3,28.0,104,7.0,South
683,2018,Corn,4848,22.2,324,9.3,6.3,28.0,95,6.2,North
684,2020,Rice,5136,27.1,374,9.9,6.3,34.9,139,4.7,South
685,2018,Wheat,8114,21.0,373,9.6,5.9,30.0,150,4.7,North
686,2023,Rice,8320,17.6,402,7.0,6.6,27.2,146,4.7,West
687,2018,Rice,4726,19.3,316,6.2,5.9,24.6,146,5.7,West
688,2018,Wheat,5871,24.9,397,7.5,6.3,26.8,150,5.5,West
689,2023,Rice,4537,17.2,364,11.9,6.4,41.5,115,6.7,South
690,2021,Wheat,5906,27.3,401,8.5,6.0,27.3,95,5.5,North
691,2018,Wheat,7117,28.7,396,11.6,6.3,24.1,157,5.6,South
692,2023,Wheat,6783,23.4,351,7.6,6.1,32.2,127,6.1,West
693,2022,Wheat,5704,26.2,379,10.3,6.5,43.5,154,6.5,South
694,2020,Rice,6661,23.0,286,6.2,6.3,35.0,102,6.5,North
695,2020,Rice,6853,21.0,282,6.1,5.9,24.2,128,6.3,West
696,2018,Rice,6679,19.1,283,8.8,6.4,38.9,144,5.7,West
697,2021,Corn,4847,23.7,287,9.9,5.9,32.4,121,6.8,North
698,2021,Rice,5703,29.1,324,11.8,5.8,40.1,136,5.5,North
699,2022,Rice,6962,28.6,348,6.2,5.9,36.5,153,5.6,West
700,2018,Corn,5482,29.0,314,11.9,5.8,26.9,147,6.6,South
701,2020,Wheat,8161,29.6,296,8.8,6.8,33.9,99,5.4,South
702,2021,Wheat,5231,19.1,355,10.6,6.4,35.7,150,5.5,South
703,2018,Wheat,7201,18.9,401,9.9,6.4,34.5,131,5.0,West
704,2024,Corn,6932,22.6,358,7.5,6.7,40.5,145,4.5,North
705,2021,Rice,7059,26.0,370,8.0,5.9,41.8,115,6.3,North
706,2023,Rice,5566,22.7,393,9.5,5.8,38.0,103,4.6,North
707,2024,Rice,6003,28.6,301,6.6,6.5,24.8,109,5.8,North
708,2021,Rice,5641,26.3,326,10.6,6.4,31.4,97,6.9,North
709,2020,Corn,6094,25.2,282,10.8,6.7,31.7,98,6.0,South
710,2019,Rice,6608,17.9,310,10.9,6.1,28.7,112,4.6,West
711,2024,Wheat,7100,19.3,292,11.1,6.4,33.0,139,6.2,South
712,2022,Corn,6309,22.6,281,10.1,6.4,27.9,125,6.4,West
713,2022,Corn,6735,29.7,390,10.5,6.1,39.9,154,5.3,South
714,2020,Wheat,4952,21.3,286,9.5,6.2,41.5,138,4.6,North
715,2021,Wheat,7394,25.2,308,7.4,6.1,43.6,120,5.3,North
716,2018,Rice,6734,29.9,367,6.5,6.6,24.3,134,4.6,West
717,2021,Wheat,7485,20.4,406,7.1,6.2,35.3,115,5.3,North
718,2020,Corn,8035,19.2,287,7.2,6.4,28.4,136,6.5,West
719,2022,Corn,6263,24.1,321,10.5,6.2,35.1,149,6.8,South
720,2021,Corn,4663,24.2,363,11.7,5.9,25.5,143,5.5,West
